"filename","universe","status","cagr","sharpe","profit_factor","max_drawdown","calmar","train_sharpe","train_cagr","test_sharpe","test_cagr","test_profit_factor","pass_agg","pass_train","pass_test","is_pass","test_gap"
"VnSmallCsRsiContinuation.py","VN-SMALL-CAP","SIMULATED",0.00392870732320283,0.0380991810057791,1.01550530407613,-0.273464886711839,0.014366405027086,0.861718699806895,0.0936866209767506,-1.69253649770384,-0.097210892004154,0.756022378063405,FALSE,FALSE,FALSE,FALSE,-2.55425519751073
"VnSmallCsCloseStrength.py","VN-SMALL-CAP","SIMULATED",-0.0234183825830947,-0.229676360293243,0.955484919597047,-0.38559905708456,-0.0607324684870753,0.923523713162898,0.0955401348157834,-3.05762421307864,-0.156871653400418,0.575229560156446,FALSE,FALSE,FALSE,FALSE,-3.98114792624154
"VnSmallCsValueReRating.py","VN-SMALL-CAP","SIMULATED",0.151675208802106,1.33074287920406,1.29939399841596,-0.100734929255442,1.50568635846247,1.94872731040096,0.243171341263071,0.499849127931765,0.03728427327871,1.09377857140422,FALSE,FALSE,FALSE,FALSE,-1.44887818246919
"VnSmallCsCashBackedGrowth.py","VN-SMALL-CAP","SIMULATED",-0.154284501408938,-1.8399421047534,0.719108994447372,-0.564478727174926,-0.273322082801631,-1.45003274673426,-0.121965495642897,-3.21875892474362,-0.181106310465776,0.576130492698622,FALSE,FALSE,FALSE,FALSE,-1.76872617800936
"VnSmallCsRoaQuality.py","VN-SMALL-CAP","SIMULATED",0.154409806441641,1.76595190715029,1.3745576367478,-0.186485466748072,0.827999141881709,1.8413174516299,0.190551189781368,1.63426069528641,0.0984677474303612,1.31793265540967,FALSE,FALSE,FALSE,FALSE,-0.207056756343491
"VnSmallCsRoeQuality.py","VN-SMALL-CAP","SIMULATED",0.351454134025105,1.52816070047743,1.44659387190159,-0.123498104904144,2.84582613065235,2.29878877948571,0.565145730564766,0.805268849567288,0.106521961092832,1.17522855667338,TRUE,TRUE,FALSE,FALSE,-1.49351992991843
"VnSmallCsProfitGrowth.py","VN-SMALL-CAP","SIMULATED",0.0992972311118143,1.23000261507664,1.2209590428216,-0.147348866051465,0.673892061554505,1.09021322828342,0.0987663913654366,1.28021503816962,0.0827511450890401,1.23297591569595,FALSE,FALSE,FALSE,FALSE,0.190001809886203
"VnSmallCsCapitalStrength.py","VN-SMALL-CAP","SIMULATED",0.0432923927910551,0.866634504495332,1.14459126585493,-0.109510034370128,0.395328090614398,0.406438401201735,0.0221694231902609,1.50646357014723,0.0680797125258805,1.28316687222495,FALSE,FALSE,FALSE,FALSE,1.10002516894549
"VnSmallCsQualityMomentum.py","VN-SMALL-CAP","SIMULATED",0.132730597236018,1.2591899261006,1.26644899007613,-0.115615311817771,1.14803649402491,1.76739680733472,0.207733392857811,0.579436831704127,0.0394330942997949,1.10601230620656,FALSE,FALSE,FALSE,FALSE,-1.18795997563059
"VnSmallCsEarningsYieldTrend.py","VN-SMALL-CAP","SIMULATED",0.11373648656295,1.12607050235468,1.25127576367718,-0.106405243375555,1.06889926618043,2.17691034064515,0.224890395681944,-0.115448448155241,-0.00764509295982485,0.986193166806945,FALSE,FALSE,FALSE,FALSE,-2.2923587888004
"VnSmallCsEpsAcceleration.py","VN-SMALL-CAP","SIMULATED",0.0670492583287239,0.797187242736992,1.15353513539937,-0.192024641956657,0.349170073409167,0.975242274946101,0.0909092412530887,0.608152221003722,0.0387568266330378,1.1114317364442,FALSE,FALSE,FALSE,FALSE,-0.367090053942379
"VnSmallCsValueTrendP03.py","VN-SMALL-CAP","SIMULATED",0.254977737281563,1.81995286595642,1.4926604444053,-0.172195411816023,1.4807464066029,2.62039805864377,0.365757107937099,1.15228889696369,0.116938523356974,1.25850929245869,TRUE,TRUE,FALSE,FALSE,-1.46810916168008
"VnSmallCsValueTrendP04.py","VN-SMALL-CAP","SIMULATED",0.25944124860616,1.76985297497286,1.48133257773554,-0.170361117216709,1.52289003995327,2.55691505337774,0.378985666252705,1.09467353150353,0.112887721826376,1.24361479565421,TRUE,TRUE,FALSE,FALSE,-1.46224152187421
"VnSmallCsValueTrendP05.py","VN-SMALL-CAP","SIMULATED",0.265592263582306,1.72061614788811,1.46984849964069,-0.168548402026119,1.57576257257884,2.49464234445433,0.39487375560223,1.03960742291224,0.109420162572306,1.22989466047749,TRUE,TRUE,FALSE,FALSE,-1.45503492154209
"VnSmallCsValueTrendP06.py","VN-SMALL-CAP","SIMULATED",0.273799032620206,1.6760824559993,1.45956146571008,-0.164808370164526,1.66131751891736,2.43846653217084,0.41354718950672,0.990307289738275,0.106937083940706,1.21711401993397,TRUE,TRUE,FALSE,FALSE,-1.44815924243257
"VnSmallCsValueTrendP07.py","VN-SMALL-CAP","SIMULATED",0.284361399698905,1.63639144294161,1.45212987551874,-0.158226465212303,1.79717975318201,2.39071082045082,0.435836916030008,0.944868586072305,0.105246776478188,1.20547666196835,TRUE,TRUE,FALSE,FALSE,-1.44584223437852
"VnSmallCsValueTrendP08.py","VN-SMALL-CAP","SIMULATED",0.297157070361076,1.60072672094792,1.4471059745341,-0.148049557410681,2.00714595542336,2.3518325553683,0.461766706343767,0.902132548756541,0.104208121949315,1.19521968931013,TRUE,TRUE,FALSE,FALSE,-1.44970000661176
"VnSmallCsValueTrendP09.py","VN-SMALL-CAP","SIMULATED",0.312793888911525,1.57163192581069,1.44484941798927,-0.138672589124168,2.25562882242857,2.32485927886108,0.492171079055639,0.86451333230453,0.10411935680154,1.18688276401052,TRUE,TRUE,FALSE,FALSE,-1.46034594655655
"VnSmallCsValueTrendP10.py","VN-SMALL-CAP","SIMULATED",0.330874816985117,1.54735422131076,1.44485058366012,-0.12584927550644,2.62913565176271,2.30679073344382,0.52654262964053,0.832686148129556,0.104976709504393,1.18030284849902,TRUE,TRUE,FALSE,FALSE,-1.47410458531426
"VnSmallCsValueTrendP11.py","VN-SMALL-CAP","SIMULATED",0.351454134025105,1.52816070047743,1.44659387190159,-0.123498104904144,2.84582613065235,2.29878877948571,0.565145730564766,0.805268849567288,0.106521961092832,1.17522855667338,TRUE,TRUE,FALSE,FALSE,-1.49351992991843
"VnLargeCsCashFlowYield.py","VN-LARGE-CAP","SIMULATED",0.0215553043513208,0.209311487096934,1.04371105281307,-0.355467612024278,0.0606392920820814,0.113964942618701,0.013846761817172,0.458864320818748,0.0338748084792724,1.08381269783337,FALSE,FALSE,FALSE,FALSE,0.344899378200047
"VnLargeCsValueMomentum.py","VN-LARGE-CAP","SIMULATED",0.0846525294952458,0.474496920269961,1.11586716650692,-0.245427050138304,0.344919312876054,1.40129740348816,0.253692424019595,-1.14190364161046,-0.109047628260899,0.824346750575041,FALSE,TRUE,FALSE,FALSE,-2.54320104509862
"VnLargeAgreement1442.py","VN-LARGE-CAP","SIMULATED",0.0977979140861911,0.738222040580448,1.21425186095872,-0.14463487257741,0.676171052960776,0.706166086441661,0.115285112994137,0.796543864470287,0.0788933972294574,1.18797854190873,FALSE,FALSE,FALSE,FALSE,0.0903777780286256
"VnLargeAgreement1854.py","VN-LARGE-CAP","SIMULATED",0.133985000221093,0.93044277024057,1.27942215035516,-0.155931502046969,0.859255496556914,0.991629652645662,0.177977901979173,0.837401317281989,0.0864837983276581,1.21223385648857,FALSE,FALSE,FALSE,FALSE,-0.154228335363673
"VnLargeAgreementConversion.py","VN-LARGE-CAP","SIMULATED",0.116921365915834,0.975285607670716,1.2782457302619,-0.135729201322428,0.861431178963642,0.876430789381107,0.133895758030153,1.21269892162117,0.0951226013773863,1.27676238366033,FALSE,FALSE,FALSE,FALSE,0.336268132240065
"VnLargeAgreementFullExit.py","VN-LARGE-CAP","SIMULATED",0.12584415145724,1.00505328723778,1.29928056798461,-0.138850035195368,0.906331433616601,1.05861751970704,0.170283637687535,1.01802217342383,0.0850353131590613,1.22929273301518,FALSE,FALSE,FALSE,FALSE,-0.0405953462832143
"VnLargeAgreementHysteresis.py","VN-LARGE-CAP","SIMULATED",0.132957528189846,0.906372422434457,1.25087490675227,-0.170957365722933,0.777723309123455,0.886559334857384,0.166346391591018,0.954801363213285,0.0950469189469458,1.21485482868074,FALSE,FALSE,FALSE,FALSE,0.0682420283559018
"VnLargeBreakoutCashFlow.py","VN-LARGE-CAP","SIMULATED",0.118143434402578,0.845878642164302,1.21762311194146,-0.20749938474279,0.569367637154467,0.756470396324395,0.133097169002419,0.93280987267848,0.0891154040685032,1.19597431777189,FALSE,FALSE,FALSE,FALSE,0.176339476354085
"VnLargeCapex1442.py","VN-LARGE-CAP","SIMULATED",0.168457379711035,1.12016635094883,1.34613306021362,-0.153146371795837,1.09997630198193,1.31980158302177,0.252675158095787,0.60839091801523,0.0640421599155396,1.13524717470635,FALSE,TRUE,FALSE,FALSE,-0.711410665006543
"VnLargeCapex1854.py","VN-LARGE-CAP","SIMULATED",0.158285136424557,0.988016590189656,1.31494905148474,-0.177400598698129,0.892246912272309,1.12199864402351,0.230570777337027,0.624653341818681,0.0692123245962855,1.14516464816992,FALSE,FALSE,FALSE,FALSE,-0.497345302204824
"VnLargeCapex3090.py","VN-LARGE-CAP","SIMULATED",0.14338035115836,0.926507179608239,1.25766469533515,-0.182878073931675,0.784021550944072,0.92690870451664,0.176788838684501,0.913326793432706,0.117340056773216,1.22483142679415,FALSE,FALSE,FALSE,FALSE,-0.0135819110839345
"VnLargeCapexDeadband.py","VN-LARGE-CAP","SIMULATED",0.143956328505256,0.883488370566142,1.24788518080883,-0.195928069742497,0.734740707106026,0.952805196071818,0.195716615113446,0.737095273819246,0.0853223225349868,1.16526263319272,FALSE,FALSE,FALSE,FALSE,-0.215709922252572
"VnLargeCapexDisciplineTrend.py","VN-LARGE-CAP","SIMULATED",0.170056296829224,1.12715885930606,1.35442825188057,-0.15399354969067,1.10430792179098,1.35549372408243,0.262733965724673,0.662448039023939,0.0711801283030236,1.1477878843604,FALSE,TRUE,FALSE,FALSE,-0.69304568505849
"VnLargeCapexProfitGuard.py","VN-LARGE-CAP","SIMULATED",0.169982157826628,1.11046953598945,1.34002484985151,-0.153402662722798,1.10807827457781,1.31157265906059,0.260160968918703,0.722019159565894,0.0769625054780472,1.16152157878548,FALSE,TRUE,FALSE,FALSE,-0.589553499494699
"VnLargeCapitalStrengthTrend.py","VN-LARGE-CAP","SIMULATED",0.0663782189142026,0.877281702275531,1.27793018744396,-0.0860475580994089,0.771413162436822,1.01126552707914,0.0932275266698044,0.791520701303831,0.0449871007117608,1.18036397472537,FALSE,FALSE,FALSE,FALSE,-0.219744825775313
"VnLargeCashConversionTrend.py","VN-LARGE-CAP","SIMULATED",0.135463234987078,1.01647317735954,1.32096089371149,-0.15238605227683,0.88894772823501,1.23811760146586,0.206474985470346,0.442645028287835,0.0404340554509686,1.0985458398478,FALSE,TRUE,FALSE,FALSE,-0.79547257317802
"VnLargeCashFlowTrend.py","VN-LARGE-CAP","SIMULATED",0.13096671599935,0.870629224034764,1.24521784329003,-0.155219183912432,0.843753411771522,0.971404340444375,0.182755376785457,0.63165129247232,0.0655300679372461,1.13504948162972,FALSE,FALSE,FALSE,FALSE,-0.339753047972055
"VnLargeCashFlowVolume.py","VN-LARGE-CAP","SIMULATED",0.109098082825002,0.795032914727714,1.20870003080218,-0.175359274850187,0.622140362507681,0.817704908828321,0.13633846323105,0.664621530962209,0.06570981928041,1.14692662622436,FALSE,FALSE,FALSE,FALSE,-0.153083377866112
"VnLargeCashInterestCoverage.py","VN-LARGE-CAP","SIMULATED",0,-1.20426787215683e-17,1.04396143309442,-0.08612887,0,1.16525077830062e-17,2.22044604925031e-16,0,0,0,FALSE,FALSE,FALSE,FALSE,-1.16525077830062e-17
"VnLargeCashReturnTrend.py","VN-LARGE-CAP","SIMULATED",0.0882981783779304,0.728782602640604,1.20931728444095,-0.146406852207299,0.603101405747767,0.818638884578646,0.120162727025243,0.407803667734401,0.0314800607851022,1.0877308479762,FALSE,FALSE,FALSE,FALSE,-0.410835216844245
"VnLargeCashRichResilience.py","VN-LARGE-CAP","SIMULATED",0.0329863614700048,0.488651875918624,1.16148484597844,-0.0883356135209213,0.373420867924565,0.378035170715975,0.0304406462077622,0.427226018180413,0.00549946661862166,1.08495225195695,FALSE,FALSE,FALSE,FALSE,0.0491908474644376
"VnLargeDeleveragingTrend.py","VN-LARGE-CAP","SIMULATED",0.000100745436577787,0.00173378947160745,1.04112138178872,-0.08612887,0.00116970577434277,0.0127309770087027,0.000953405523561601,-0.0295611875834802,-1.78326404159934e-05,0.950883488812229,FALSE,FALSE,FALSE,FALSE,-0.0422921645921829
"VnLargeDualTrend.py","VN-LARGE-CAP","SIMULATED",0.158088401025392,1.02964229868503,1.31091587421518,-0.157263721367231,1.00524392816084,1.09673480312745,0.21993937100062,0.959093059710651,0.102958378436154,1.22799467940267,FALSE,FALSE,FALSE,FALSE,-0.137641743416801
"VnLargeEarningsYieldTrend.py","VN-LARGE-CAP","SIMULATED",0.0630395253073814,0.790342523112554,1.23271939105272,-0.094430294833905,0.667577342817738,0.881577557742734,0.0869870570562843,0.769992158429681,0.0316841945952817,1.16290226314122,FALSE,FALSE,FALSE,FALSE,-0.111585399313053
"VnLargeEarningsYieldVolume.py","VN-LARGE-CAP","SIMULATED",0.0568910547303003,0.735528229096801,1.22346288374337,-0.0877267411607608,0.648502998936184,0.839944872787378,0.0800935393182971,0.289632418489814,0.0123274671450171,1.06353488562675,FALSE,FALSE,FALSE,FALSE,-0.550312454297564
"VnLargeEpsReportMomentum.py","VN-LARGE-CAP","SIMULATED",0.0720894415955149,0.82646444467998,1.24099407476753,-0.100357702181477,0.718324951924837,0.920031405529305,0.0988266744254551,0.54222688988449,0.026481544906362,1.11693800436734,FALSE,FALSE,FALSE,FALSE,-0.377804515644815
"VnLargeLowAccrualTrend.py","VN-LARGE-CAP","SIMULATED",0.103884483028945,0.865827907749304,1.25507915568878,-0.148351017593961,0.700261344432286,1.03878322319135,0.150540048954211,0.278987492043845,0.0252117784986821,1.06187515534655,FALSE,FALSE,FALSE,FALSE,-0.759795731147507
"VnLargeMacdTrend.py","VN-LARGE-CAP","SIMULATED",0.154540496048732,1.07051569203822,1.29192037978292,-0.178961363039118,0.863541120963009,1.11576698692247,0.206718386715029,0.815284241283374,0.0962995706015117,1.18313622693867,FALSE,FALSE,FALSE,FALSE,-0.300482745639092
"VnLargePayoutAffordability.py","VN-LARGE-CAP","SIMULATED",0,-1.20426787215683e-17,1.04396143309442,-0.08612887,0,1.16525077830062e-17,2.22044604925031e-16,0,0,0,FALSE,FALSE,FALSE,FALSE,-1.16525077830062e-17
"VnLargeProfitReportMomentum.py","VN-LARGE-CAP","SIMULATED",0.166872845842953,1.06506965722538,1.27895655304203,-0.161464621393825,1.03349479533912,1.11064999093309,0.226598885742907,0.949778932558053,0.117779863677984,1.21378459937393,FALSE,FALSE,FALSE,FALSE,-0.160871058375034
"VnLargePullbackQuality.py","VN-LARGE-CAP","SIMULATED",0.108888089015439,0.85010376467216,1.22049901038125,-0.192534299081567,0.565551642145293,0.759902336405191,0.120502744933625,0.746788382798406,0.0683486532672508,1.16438250802307,FALSE,FALSE,FALSE,FALSE,-0.0131139536067849
"VnLargeQualityTrendAgreement.py","VN-LARGE-CAP","SIMULATED",0.12584415145724,1.00505328723778,1.29928056798461,-0.138850035195368,0.906331433616601,1.05861751970704,0.170283637687535,1.01802217342383,0.0850353131590613,1.22929273301518,FALSE,FALSE,FALSE,FALSE,-0.0405953462832143
"VnLargeRetainedEarningsCompounder.py","VN-LARGE-CAP","SIMULATED",0.0321022868345961,0.540050892561068,1.28329360477478,-0.08612887,0.372723882644965,0.06696987017501,0.00507275132470308,1.2078025219391,0.0129590113381148,4.05936268968717,FALSE,FALSE,FALSE,FALSE,1.14083265176409
"VnLargeRevenueStability.py","VN-LARGE-CAP","SIMULATED",0.0901340664983095,0.876042693996656,1.23613552209591,-0.147239864772927,0.612158036389817,0.811396096792368,0.102272013431098,1.07287429460435,0.0586474797814833,1.24093927818381,FALSE,FALSE,FALSE,FALSE,0.26147819781198
"VnLargeRoaTrend.py","VN-LARGE-CAP","SIMULATED",0.194050515488063,1.095061700041,1.31847974473221,-0.165190678487733,1.17470620777975,1.27736689647936,0.295195466044097,0.740788814075232,0.105246881185755,1.16501535987615,FALSE,TRUE,FALSE,FALSE,-0.536578082404133
"VnLargeRoeTrend.py","VN-LARGE-CAP","SIMULATED",0.119112751481406,0.885523769333713,1.23312509003235,-0.162513249535408,0.732941786723189,0.937110245853601,0.159344758954635,0.633270291474818,0.0599071796545503,1.14261144386149,FALSE,FALSE,FALSE,FALSE,-0.303839954378783
"VnLargeRsiTrend.py","VN-LARGE-CAP","SIMULATED",0.139023110013754,0.91426523250623,1.23267960970558,-0.185091753426282,0.751103749570199,0.910362066801266,0.177850979737362,0.873369189239113,0.104839294819747,1.18691072803204,FALSE,FALSE,FALSE,FALSE,-0.0369928775621534
"VnLargeSelfFundingTrend.py","VN-LARGE-CAP","SIMULATED",0.0811994034820676,0.684419557108773,1.18941756406191,-0.144436070906662,0.562182306482002,0.675009248149831,0.100525261899312,0.149197779411268,0.00722658297855183,1.03448637924053,FALSE,FALSE,FALSE,FALSE,-0.525811468738563
"VnLargeStableCashQuality.py","VN-LARGE-CAP","SIMULATED",0.108859226871016,0.795908354749209,1.2073473221151,-0.188120854475247,0.578666449150971,0.812512967552812,0.135919466119665,0.67409756211996,0.0662461652522022,1.14960801567011,FALSE,FALSE,FALSE,FALSE,-0.138415405432853
"VnLargeTrendVolume1236.py","VN-LARGE-CAP","SIMULATED",0.124840808800168,0.860733090052701,1.22410589270983,-0.175519766644033,0.711263529951263,0.967417545724246,0.17203383942506,0.534563876404628,0.0641147949345564,1.12372273894856,FALSE,FALSE,FALSE,FALSE,-0.432853669319619
"VnLargeTrendVolume824.py","VN-LARGE-CAP","SIMULATED",0.14007508724212,0.957335461696742,1.2525679028362,-0.186046661655052,0.752902986784463,1.0146580799898,0.19041850983574,0.782583077071693,0.0866982051713636,1.17038146028939,FALSE,FALSE,FALSE,FALSE,-0.232075002918111
"VnLargeValueCashTrend.py","VN-LARGE-CAP","SIMULATED",0.0452578271018642,0.550318453576282,1.15238857785899,-0.15277515141305,0.296238142675484,0.494543168702977,0.0492698820448094,0.428106418921101,0.0146148908439963,1.0878219348013,FALSE,FALSE,FALSE,FALSE,-0.0664367497818767
"VnLargeCsPersistentCashRoa.py","VN-LARGE-CAP","SIMULATED",-0.0213463366566916,-0.215936051191503,0.974782068622028,-0.246136230571589,-0.0867256990449292,-0.367728517296883,-0.0393911690447607,-0.601326590589383,-0.0479448443400599,0.900726390081348,FALSE,FALSE,FALSE,FALSE,-0.2335980732925
"VnLargeCsStableCashProfitability.py","VN-LARGE-CAP","SIMULATED",-0.0213463366566916,-0.215936051191503,0.974782068622028,-0.246136230571589,-0.0867256990449292,-0.367728517296883,-0.0393911690447607,-0.601326590589383,-0.0479448443400599,0.900726390081348,FALSE,FALSE,FALSE,FALSE,-0.2335980732925
"VnLargeCsCashEarningsSpread.py","VN-LARGE-CAP","SIMULATED",0.0314039127320533,0.345631996087865,1.06461592142253,-0.190024351678399,0.16526257005753,0.516524591837661,0.0487986195327907,0.0999664361633934,0.0080589362468324,1.02413142115583,FALSE,FALSE,FALSE,FALSE,-0.416558155674268
"VnLargeCsPreWcCashStrength.py","VN-LARGE-CAP","SIMULATED",0.107537333741207,0.910557501564171,1.1810282279552,-0.130469236393757,0.824235173844618,0.987193951604989,0.136928013568391,0.81737316176662,0.0679188900244041,1.1501517888312,FALSE,FALSE,FALSE,FALSE,-0.169820789838369
"VnLargeCsEarningsYield.py","VN-LARGE-CAP","SIMULATED",0.12887348337879,0.814750086357541,1.177112833949,-0.206003572033518,0.625588586188186,0.850234603572731,0.168979062818751,0.790749282720664,0.0711017355054804,1.14322618586173,FALSE,FALSE,FALSE,FALSE,-0.0594853208520668
"VnLargeCsOcfYield.py","VN-LARGE-CAP","SIMULATED",0.0282633754380059,0.202956393772714,1.04580294038191,-0.337512098738891,0.0837403326977844,0.0591260332162568,0.00957724739216514,0.500156123149555,0.0560559325727636,1.1016619941964,FALSE,FALSE,FALSE,FALSE,0.441030089933298
"VnLargeCsEvAdjustedCashYield.py","VN-LARGE-CAP","SIMULATED",0.0378428916036184,0.247260711087371,1.05619574788914,-0.332952672884834,0.11365847066377,0.238098498286573,0.0414519938297406,0.26353251195159,0.03135774936627,1.05828197562205,FALSE,FALSE,FALSE,FALSE,0.0254340136650172
"VnLargeCsCashValueComposite.py","VN-LARGE-CAP","SIMULATED",0.13587706764976,0.910158630546693,1.18317795234112,-0.129866258492185,1.04628461023146,1.02733721913064,0.180139034692658,0.747334420602858,0.0766858526649965,1.13843613862293,FALSE,FALSE,FALSE,FALSE,-0.280002798527782
"VnLargeCsResidualTangibleBook.py","VN-LARGE-CAP","SIMULATED",-0.0650545639100567,-0.43410144147778,0.939388070728525,-0.406289805212643,-0.160118622410051,-0.462264646504521,-0.077790357496743,-0.463198749239903,-0.0500804858372623,0.930501149017001,FALSE,FALSE,FALSE,FALSE,-0.000934102735382136
"VnLargeCsMultiYearFcfConsistency.py","VN-LARGE-CAP","SIMULATED",0.00453990255695258,0.0406163036150855,1.0164918022538,-0.218487175902549,0.0207788056126311,-0.0869816332819263,-0.0111014005712261,-0.485181226102171,-0.0370580426412783,0.921297812278882,FALSE,FALSE,FALSE,FALSE,-0.398199592820244
"VnLargeCsResidualFcfYield.py","VN-LARGE-CAP","SIMULATED",0.0255786736870445,0.162833650188656,1.0410753634596,-0.447103138696742,0.0572097833210171,-0.055813626184341,-0.0108060704392325,0.776307107217588,0.0889432703762187,1.15065250116332,FALSE,FALSE,FALSE,FALSE,0.832120733401929
"VnLargeCsPreWcRanked.py","VN-LARGE-CAP","SIMULATED",0.107537333741207,0.910557501564171,1.1810282279552,-0.130469236393757,0.824235173844618,0.987193951604989,0.136928013568391,0.81737316176662,0.0679188900244041,1.1501517888312,FALSE,FALSE,FALSE,FALSE,-0.169820789838369
